1 0 3757
2 3757 1652
3 5409 2702
4 8111 2683
5 10794 515
6 11309 4151
7 15460 6073
8 21533 1739
9 23272 3594
10 26866 2457
11 29323 6025
12 35348 5782
13 41130 7768
14 48898 4941
15 53839 909
16 54748 1275
17 56023 2035
18 58058 4067
19 62125 3496
20 65621 608
21 66229 4061
22 70290 2912
23 73202 2855
24 76057 3507
25 79564 5614
26 85178 4649
27 89827 5096
28 94923 2709
29 97632 9170
30 106802 9408
31 116210 5550
32 121760 2025
34 123785 1996
35 125781 3490
36 129271 3736
37 133007 2610
38 135617 8368
39 143985 1310
40 145295 1886
41 147181 3090
42 150271 4562
43 154833 2027
44 156860 1203
45 158063 1223
46 159286 5291
47 164577 2785
48 167362 4018
49 171380 1140
50 172520 2026
51 174546 2148
52 176694 1341
53 178035 2896
55 180931 7323
56 188254 5300
57 193554 741
58 194295 536
59 194831 865
60 195696 676
61 196372 537
62 196909 575
63 197484 1345
64 198829 3528
65 202357 3743
66 206100 516
67 206616 2089
68 208705 1342
69 210047 3400
70 213447 6254
71 219701 3272
72 222973 5328
73 228301 3014
74 231315 3815
75 235130 3294
76 238424 3043
77 241467 2105
78 243572 1939
79 245511 3202
80 248713 3781
81 252494 215
82 252709 1946
83 254655 2176
85 256831 3804
86 260635 3626
87 264261 11156
88 275417 10079
89 285496 2055
90 287551 3828
91 291379 3452
92 294831 4222
93 299053 1521
94 300574 1462
95 302036 2357
96 304393 1954
97 306347 3106
98 309453 2765
99 312218 1923
100 314141 2393
101 316534 6363
102 322897 3591
103 326488 6868
104 333356 10190
105 343546 2186
106 345732 3683
107 349415 2344
108 351759 3716
109 355475 2955
110 358430 3782
111 362212 1630
112 363842 10147
113 373989 2152
114 376141 4995
115 381136 2428
116 383564 1522
117 385086 7966
118 393052 6803
119 399855 4461
120 404316 9626
121 413942 6421
122 420363 5746
123 426109 2886
124 428995 5691
125 434686 10459
126 445145 4324
127 449469 6174
128 455643 4648
129 460291 2285
130 462576 3440
131 466016 8915
132 474931 1816
133 476747 5751
134 482498 4058
135 486556 4063
136 490619 2621
137 493240 377
138 493617 1866
139 495483 7413
140 502896 4459
141 507355 2439
142 509794 1753
143 511547 3097
144 514644 3536
145 518180 2802
146 520982 5249
147 526231 1186
148 527417 1172
149 528589 3124
150 531713 7631
151 539344 7664
152 547008 1199
153 548207 6046
154 554253 1702
155 555955 2339
156 558294 4848
157 563142 1733
158 564875 3367
159 568242 1937
160 570179 1181
161 571360 2651
162 574011 680
163 574691 2810
165 577501 196
166 577697 1666
167 579363 2844
168 582207 4172
169 586379 1261
170 587640 1121
171 588761 1628
172 590389 1192
173 591581 1672
174 593253 834
175 594087 875
176 594962 3837
177 598799 840
178 599639 3124
179 602763 7855
180 610618 2557
181 613175 1516
182 614691 3171
183 617862 1168
184 619030 2709
185 621739 2361
186 624100 1356
187 625456 1039
188 626495 3682
189 630177 3082
190 633259 1474
191 634733 8363
192 643096 1473
193 644569 2066
194 646635 966
195 647601 1676
196 649277 1635
197 650912 924
198 651836 2437
199 654273 9656
200 663929 3969
201 667898 1597
202 669495 3085
203 672580 1186
204 673766 591
205 674357 1577
206 675934 1648
207 677582 1574
208 679156 8828
209 687984 7791
210 695775 4443
211 700218 2934
212 703152 617
213 703769 7699
214 711468 4057
215 715525 12564
216 728089 4938
217 733027 2537
218 735564 3913
219 739477 16217
220 755694 6323
221 762017 2634
222 764651 313
223 764964 2363
224 767327 3870
225 771197 2832
226 774029 13575
227 787604 7946
228 795550 1923
229 797473 2794
230 800267 1945
231 802212 1863
232 804075 3485
233 807560 2230
234 809790 3072
235 812862 2005
236 814867 1843
237 816710 2205
238 818915 2951
239 821866 2871
244 824737 2004
245 826741 2618
246 829359 3335
247 832694 2182
248 834876 1925
249 836801 1788
250 838589 2100
251 840689 4516
252 845205 3912
253 849117 3814
254 852931 3021
255 855952 2466
256 858418 2581
257 860999 2346
259 863345 4516
260 867861 328
263 868189 3814
264 872003 9968
265 881971 2822
266 884793 974
267 885767 4438
268 890205 7186
269 897391 313
270 897704 3213
271 900917 2686
272 903603 2393
273 905996 2612
274 908608 3583
275 912191 4368
276 916559 2625
277 919184 5006
278 924190 2764
279 926954 8242
280 935196 2767
281 937963 6302
282 944265 2461
283 946726 1234
284 947960 17855
285 965815 9888
286 975703 2975
287 978678 3258
288 981936 5902
289 987838 3497
290 991335 1956
291 993291 3094
292 996385 4509
293 1000894 4390
294 1005284 3734
295 1009018 3006
296 1012024 24590
297 1036614 11347
298 1047961 16339
299 1064300 30742
300 1095042 3800
301 1098842 2003
302 1100845 3123
303 1103968 6326
304 1110294 990
305 1111284 6647
306 1117931 944
307 1118875 1154
308 1120029 795
309 1120824 6319
310 1127143 2851
311 1129994 5085
312 1135079 9076
313 1144155 7361
314 1151516 1838
315 1153354 5497
316 1158851 3607
317 1162458 1516
318 1163974 648
319 1164622 3291
320 1167913 9177
321 1177090 2886
322 1179976 2224
323 1182200 5721
324 1187921 1307
325 1189228 4419
326 1193647 699
327 1194346 2560
328 1196906 1545
329 1198451 1142
330 1199593 2524
331 1202117 4368
332 1206485 2933
333 1209418 5438
334 1214856 5872
335 1220728 4471
336 1225199 2768
337 1227967 2074
338 1230041 1076
339 1231117 814
340 1231931 2645
341 1234576 5789
342 1240365 954
343 1241319 1814
344 1243133 1741
345 1244874 7479
346 1252353 1213
347 1253566 2233
348 1255799 2438
349 1258237 1400
350 1259637 589
351 1260226 5010
352 1265236 6128
353 1271364 11630
354 1282994 1224
355 1284218 2349
356 1286567 1036
357 1287603 1271
358 1288874 2189
359 1291063 2827
360 1293890 5193
361 1299083 2447
362 1301530 3029
363 1304559 20086
364 1324645 2855
365 1327500 1619
366 1329119 2253
367 1331372 1770
368 1333142 1467
369 1334609 7357
370 1341966 4609
371 1346575 12597
372 1359172 2419
373 1361591 1829
374 1363420 1452
375 1364872 3115
376 1367987 1385
377 1369372 3887
378 1373259 1110
379 1374369 1137
380 1375506 1343
381 1376849 2392
382 1379241 1966
383 1381207 2367
385 1383574 206
386 1383780 977
387 1384757 7326
388 1392083 5216
389 1397299 6576
390 1403875 4440
391 1408315 3705
392 1412020 2756
393 1414776 30929
394 1445705 3968
395 1449673 5293
396 1454966 2851
397 1457817 1971
398 1459788 4749
399 1464537 1232
400 1465769 2568
401 1468337 6716
402 1475053 8222
403 1483275 3718
404 1486993 5023
405 1492016 3503
406 1495519 1891
407 1497410 994
408 1498404 1413
409 1499817 1172
410 1500989 2101
411 1503090 1301
412 1504391 1740
413 1506131 1810
414 1507941 2184
415 1510125 1806
416 1511931 7669
417 1519600 18357
418 1537957 3881
419 1541838 4413
420 1546251 3348
421 1549599 3551
422 1553150 10515
423 1563665 4067
424 1567732 1221
425 1568953 896
426 1569849 1508
427 1571357 969
428 1572326 1977
429 1574303 4466
430 1578769 1634
431 1580403 6246
432 1586649 7702
433 1594351 1997
434 1596348 4007
435 1600355 2677
436 1603032 4775
437 1607807 8852
438 1616659 4981
439 1621640 7979
440 1629619 4789
441 1634408 10043
442 1644451 2216
443 1646667 1621
444 1648288 2105
445 1650393 1880
446 1652273 2441
447 1654714 2899
448 1657613 2587
449 1660200 13306
450 1673506 2494
451 1676000 2265
452 1678265 2519
454 1680784 1592
455 1682376 10165
456 1692541 9657
457 1702198 4725
458 1706923 7005
459 1713928 3665
460 1717593 3432
461 1721025 2852
462 1723877 5883
463 1729760 3089
464 1732849 5864
465 1738713 4778
466 1743491 13740
467 1757231 3836
468 1761067 2975
469 1764042 1629
470 1765671 8114
471 1773785 5697
472 1779482 12508
473 1791990 3821
474 1795811 2210
475 1798021 5473
476 1803494 5855
477 1809349 7933
478 1817282 10148
479 1827430 3608
480 1831038 3394
482 1834432 390
483 1834822 3789
484 1838611 2036
485 1840647 1489
486 1842136 7384
487 1849520 1026
488 1850546 950
489 1851496 1683
490 1853179 3284
491 1856463 1831
492 1858294 4067
493 1862361 2176
494 1864537 4033
495 1868570 1403
496 1869973 4926
497 1874899 2608
498 1877507 1759
499 1879266 1982
500 1881248 1491
501 1882739 3236
502 1885975 3739
503 1889714 4252
504 1893966 3609
505 1897575 14609
506 1912184 3056
507 1915240 4824
508 1920064 4107
509 1924171 2625
510 1926796 2728
511 1929524 3574
512 1933098 3472
513 1936570 19799
514 1956369 4002
515 1960371 1256
516 1961627 4176
517 1965803 3678
518 1969481 5351
519 1974832 4323
520 1979155 3797
521 1982952 4375
522 1987327 3072
523 1990399 1692
524 1992091 4307
526 1996398 3181
527 1999579 4000
528 2003579 4162
529 2007741 3546
530 2011287 3646
531 2014933 3808
532 2018741 4007
533 2022748 3474
534 2026222 4313
535 2030535 10514
536 2041049 3766
537 2044815 4722
538 2049537 3506
539 2053043 4024
540 2057067 4779
541 2061846 4188
542 2066034 3954
543 2069988 3481
544 2073469 2848
545 2076317 3093
546 2079410 3135
547 2082545 4064
548 2086609 3270
549 2089879 19359
550 2109238 4357
551 2113595 3410
552 2117005 1556
553 2118561 3456
554 2122017 3518
555 2125535 19544
556 2145079 4676
557 2149755 1513
558 2151268 3416
559 2154684 4851
560 2159535 4149
561 2163684 3345
562 2167029 1229
563 2168258 3456
564 2171714 5448
565 2177162 3778
566 2180940 5068
567 2186008 3174
568 2189182 3292
569 2192474 3641
570 2196115 3733
571 2199848 3483
572 2203331 2739
573 2206070 3241
574 2209311 3649
575 2212960 3198
576 2216158 3553
577 2219711 18942
578 2238653 4519
579 2243172 3784
580 2246956 3624
581 2250580 1597
582 2252177 4332
583 2256509 1241
584 2257750 935
585 2258685 2963
586 2261648 4074
587 2265722 3552
588 2269274 2851
589 2272125 3531
590 2275656 2615
591 2278271 1112
592 2279383 4225
593 2283608 19817
